epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1748.87,0.82579,0.43638,0.86031,0.92138,0.83992,0.89766,0.65928,0.76065,0.54608,0.82127,0.00643101,0.00643101,0.00643101
43,1790.7,0.82244,0.43268,0.86076,0.92979,0.84007,0.89907,0.66035,0.76206,0.53686,0.8225,0.00628101,0.00628101,0.00628101
44,1831.47,0.8223,0.42945,0.86044,0.92467,0.84281,0.89785,0.66532,0.75649,0.55634,0.8222,0.00612981,0.00612981,0.00612981
45,1872.44,0.8168,0.42753,0.85897,0.92043,0.84404,0.89971,0.66295,0.7512,0.54349,0.82081,0.00597754,0.00597754,0.00597754
46,1914.06,0.81708,0.42642,0.85975,0.9221,0.84459,0.89968,0.66734,0.7488,0.553,0.82202,0.00582435,0.00582435,0.00582435
47,1955.45,0.81269,0.4268,0.85788,0.92599,0.84937,0.90103,0.66762,0.74167,0.5265,0.81909,0.0056704,0.0056704,0.0056704
48,1997.18,0.80386,0.42046,0.85833,0.93407,0.84141,0.9031,0.67375,0.74137,0.52946,0.81899,0.00551584,0.00551584,0.00551584
49,2038.97,0.80492,0.4205,0.8563,0.92962,0.83967,0.9021,0.6691,0.73639,0.49309,0.81825,0.00536081,0.00536081,0.00536081
50,2079.98,0.79865,0.41591,0.85646,0.9264,0.84745,0.89958,0.67071,0.73772,0.5088,0.81929,0.00520548,0.00520548,0.00520548
51,2121.29,0.79558,0.41629,0.85637,0.92861,0.848,0.90332,0.67318,0.73185,0.4765,0.81832,0.00505,0.00505,0.00505
52,2162.41,0.79388,0.41517,0.85749,0.92895,0.84926,0.90144,0.67384,0.73266,0.52727,0.81625,0.00489452,0.00489452,0.00489452
53,2203.29,0.78222,0.40982,0.85259,0.93149,0.84391,0.90377,0.67427,0.73443,0.55739,0.81756,0.00473919,0.00473919,0.00473919
54,2244.71,0.77918,0.40702,0.85206,0.93939,0.84204,0.90404,0.67692,0.7258,0.52988,0.81699,0.00458416,0.00458416,0.00458416
55,2286.75,0.78021,0.4058,0.8538,0.93619,0.84286,0.90344,0.67689,0.73258,0.51614,0.81742,0.0044296,0.0044296,0.0044296
56,2328.85,0.78027,0.40568,0.85176,0.93319,0.8399,0.90338,0.68043,0.72218,0.5289,0.81587,0.00427565,0.00427565,0.00427565
57,2369.67,0.77322,0.40012,0.85052,0.92451,0.84886,0.90112,0.67685,0.72294,0.49922,0.81582,0.00412246,0.00412246,0.00412246
58,2412.09,0.7705,0.3985,0.85165,0.92189,0.85532,0.90311,0.67932,0.72357,0.52652,0.81501,0.00397019,0.00397019,0.00397019
59,2452.97,0.76938,0.39791,0.85016,0.93274,0.84447,0.90553,0.68149,0.7224,0.51719,0.81709,0.00381899,0.00381899,0.00381899
60,2494.28,0.76221,0.39446,0.84888,0.92751,0.85585,0.90753,0.68406,0.71585,0.53133,0.81678,0.00366899,0.00366899,0.00366899
61,2535.19,0.7568,0.39168,0.84903,0.92286,0.84909,0.9069,0.68411,0.7145,0.54755,0.81475,0.00352037,0.00352037,0.00352037
62,2576.03,0.76181,0.39268,0.85024,0.94124,0.84517,0.90828,0.68528,0.71499,0.53033,0.81395,0.00337325,0.00337325,0.00337325
63,2616.99,0.75484,0.39297,0.84862,0.92598,0.85163,0.90846,0.6874,0.71409,0.53626,0.81529,0.00322778,0.00322778,0.00322778
64,2658.92,0.74919,0.38862,0.84851,0.9306,0.84879,0.90827,0.68913,0.71136,0.51212,0.81371,0.00308412,0.00308412,0.00308412
65,2701.05,0.74852,0.38755,0.8475,0.9251,0.85142,0.90735,0.68485,0.71165,0.50758,0.81394,0.00294239,0.00294239,0.00294239
66,2742.77,0.7479,0.38485,0.84707,0.93188,0.84277,0.9074,0.68594,0.71146,0.50157,0.81407,0.00280275,0.00280275,0.00280275
67,2783.57,0.74237,0.38447,0.84571,0.93161,0.84408,0.90814,0.6855,0.71321,0.46493,0.8145,0.00266532,0.00266532,0.00266532
68,2824.78,0.7423,0.38391,0.84679,0.9202,0.85231,0.90649,0.68788,0.70892,0.46595,0.8135,0.00253024,0.00253024,0.00253024
69,2866.46,0.73804,0.38124,0.84472,0.9237,0.85418,0.90634,0.68773,0.70951,0.43512,0.81348,0.00239766,0.00239766,0.00239766
70,2908.01,0.73234,0.37786,0.84403,0.92973,0.85162,0.90768,0.68784,0.70613,0.47183,0.81343,0.00226769,0.00226769,0.00226769
71,2949.06,0.72785,0.3744,0.84439,0.93036,0.84678,0.90838,0.68867,0.70862,0.48055,0.81453,0.00214046,0.00214046,0.00214046
72,2990.51,0.72375,0.37218,0.84407,0.92971,0.84554,0.90488,0.68791,0.70592,0.51982,0.81434,0.00201611,0.00201611,0.00201611
73,3031.45,0.7204,0.37052,0.84118,0.92157,0.85802,0.907,0.69003,0.70643,0.52758,0.81338,0.00189475,0.00189475,0.00189475
74,3072.63,0.72127,0.37082,0.84082,0.92231,0.85182,0.90674,0.6887,0.70644,0.5371,0.81291,0.00177651,0.00177651,0.00177651
