epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,7132.02,0.98132,0.50639,1.00559,0.89333,0.88825,0.91266,0.5254,1.4783,0.61581,1.29409,0.00776766,0.00776766,0.00776766
65,7243.59,0.98205,0.50776,1.00938,0.8901,0.8912,0.90872,0.52325,1.47821,0.61992,1.2947,0.00770234,0.00770234,0.00770234
66,7354.9,0.97521,0.5076,1.00427,0.90405,0.87643,0.9088,0.52238,1.47393,0.6234,1.29529,0.00763637,0.00763637,0.00763637
67,7466.41,0.9777,0.50566,1.0044,0.92215,0.86575,0.90784,0.52484,1.47707,0.622,1.29485,0.00756976,0.00756976,0.00756976
68,7577.89,0.96968,0.50634,1.00046,0.91618,0.87639,0.90971,0.52608,1.47432,0.61904,1.29409,0.00750252,0.00750252,0.00750252
69,7689.29,0.96716,0.50234,1.00118,0.91772,0.88466,0.91185,0.52915,1.47635,0.61455,1.29311,0.00743468,0.00743468,0.00743468
70,7800.79,0.96525,0.49658,0.99705,0.91841,0.88425,0.91309,0.52702,1.47869,0.60987,1.29453,0.00736625,0.00736625,0.00736625
71,7912.19,0.96561,0.5013,1.00128,0.92117,0.88036,0.91386,0.53131,1.47697,0.60991,1.29347,0.00729725,0.00729725,0.00729725
72,8023.74,0.96624,0.49887,0.99969,0.91161,0.88796,0.91651,0.53048,1.47912,0.61163,1.29548,0.0072277,0.0072277,0.0072277
73,8135.11,0.95828,0.49301,0.99235,0.90703,0.89023,0.91573,0.52989,1.47935,0.61135,1.29688,0.00715761,0.00715761,0.00715761
74,8246.46,0.95247,0.4912,0.9971,0.89962,0.88897,0.91431,0.52835,1.48191,0.61684,1.29996,0.007087,0.007087,0.007087
75,8357.96,0.9534,0.49244,0.9932,0.90952,0.87963,0.91552,0.52788,1.48033,0.61685,1.29778,0.00701588,0.00701588,0.00701588
76,8469.37,0.94605,0.48366,0.98874,0.92095,0.87048,0.91421,0.52575,1.48104,0.61564,1.29658,0.00694428,0.00694428,0.00694428
