epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2479.16,1.18286,0.61571,1.10808,0.73184,0.77791,0.84036,0.46655,1.52009,0.7244,1.3206,0.00900844,0.00900844,0.00900844
43,2538.56,1.18276,0.62138,1.10491,0.72382,0.77262,0.83111,0.46162,1.5226,0.73374,1.31792,0.00896127,0.00896127,0.00896127
44,2597.05,1.17347,0.60968,1.1048,0.75771,0.79261,0.85155,0.46802,1.5114,0.71548,1.31157,0.00891313,0.00891313,0.00891313
45,2656.02,1.17161,0.60725,1.09586,0.82954,0.78212,0.86209,0.47151,1.51751,0.70052,1.32176,0.00886404,0.00886404,0.00886404
46,2715.04,1.16466,0.60188,1.10144,0.75348,0.82993,0.87385,0.48081,1.50698,0.69384,1.30553,0.00881401,0.00881401,0.00881401
47,2774.34,1.17081,0.60987,1.09848,0.7997,0.82412,0.86428,0.47431,1.49668,0.68812,1.31018,0.00876305,0.00876305,0.00876305
48,2833.06,1.16178,0.60537,1.10084,0.74957,0.83303,0.87217,0.48591,1.48874,0.67727,1.30672,0.00871117,0.00871117,0.00871117
49,2891.76,1.16252,0.59735,1.0926,0.82704,0.82036,0.87175,0.48865,1.48499,0.66018,1.30144,0.00865839,0.00865839,0.00865839
50,2950.73,1.15498,0.59045,1.08813,0.85468,0.83586,0.8928,0.50122,1.47285,0.66757,1.29184,0.00860473,0.00860473,0.00860473
51,3009.84,1.15349,0.59299,1.08921,0.83815,0.84436,0.88613,0.48853,1.48085,0.67804,1.29481,0.00855018,0.00855018,0.00855018
52,3068.85,1.15351,0.59217,1.08936,0.85353,0.82744,0.88473,0.48771,1.48152,0.68496,1.29524,0.00849477,0.00849477,0.00849477
53,3127.35,1.14863,0.59159,1.08573,0.82809,0.80919,0.86392,0.4849,1.47774,0.68168,1.29131,0.00843851,0.00843851,0.00843851
54,3186.13,1.14158,0.58768,1.08193,0.79303,0.81201,0.86224,0.48159,1.47622,0.68544,1.2933,0.00838141,0.00838141,0.00838141
55,3244.86,1.14385,0.58554,1.08568,0.83093,0.82572,0.87591,0.49568,1.46303,0.66253,1.28823,0.00832349,0.00832349,0.00832349
56,3303.74,1.14008,0.58011,1.08291,0.87179,0.83567,0.88658,0.4954,1.46682,0.65812,1.28685,0.00826477,0.00826477,0.00826477
57,3362.23,1.13559,0.5838,1.08397,0.86929,0.85444,0.90139,0.5025,1.47543,0.65855,1.29462,0.00820525,0.00820525,0.00820525
58,3421.05,1.1262,0.57436,1.07896,0.88585,0.83824,0.89186,0.49366,1.47867,0.66121,1.29433,0.00814495,0.00814495,0.00814495
59,3479.86,1.12851,0.57456,1.07621,0.87438,0.82252,0.88677,0.49674,1.48442,0.65796,1.2932,0.00808389,0.00808389,0.00808389
60,3538.43,1.12755,0.57456,1.07719,0.84042,0.84749,0.87903,0.48902,1.48793,0.66689,1.29344,0.00802208,0.00802208,0.00802208
61,3597.19,1.11608,0.57126,1.06898,0.87548,0.82987,0.87877,0.49328,1.4888,0.66276,1.29393,0.00795954,0.00795954,0.00795954
62,3655.71,1.11423,0.57247,1.06659,0.87049,0.85263,0.88385,0.50239,1.47639,0.65782,1.28703,0.00789628,0.00789628,0.00789628
63,3714.68,1.10855,0.56197,1.0721,0.86551,0.84857,0.88288,0.50427,1.46507,0.66157,1.28324,0.00783231,0.00783231,0.00783231
64,3773.07,1.11449,0.56275,1.06777,0.89064,0.84723,0.89102,0.50556,1.46421,0.65595,1.28625,0.00776766,0.00776766,0.00776766
65,3832.05,1.1133,0.56119,1.06803,0.89735,0.84323,0.89302,0.50723,1.46001,0.65673,1.2808,0.00770234,0.00770234,0.00770234
66,3890.65,1.10357,0.5618,1.06323,0.89764,0.85166,0.8968,0.51169,1.45811,0.6527,1.28012,0.00763637,0.00763637,0.00763637
67,3949.08,1.10806,0.55684,1.06514,0.91137,0.84201,0.89811,0.51234,1.45744,0.64813,1.28015,0.00756976,0.00756976,0.00756976
68,4007.72,1.10113,0.5582,1.0638,0.89885,0.84836,0.89916,0.51275,1.46045,0.64206,1.28365,0.00750252,0.00750252,0.00750252
69,4067,1.09932,0.55934,1.06244,0.90403,0.84643,0.89999,0.51528,1.45794,0.63859,1.28492,0.00743468,0.00743468,0.00743468
70,4125.39,1.09914,0.5515,1.05872,0.88755,0.86751,0.90123,0.51502,1.45843,0.6395,1.28565,0.00736625,0.00736625,0.00736625
71,4184.13,1.09702,0.55082,1.06215,0.88961,0.86321,0.90435,0.51708,1.46046,0.63689,1.28565,0.00729725,0.00729725,0.00729725
72,4243.32,1.10049,0.55217,1.06163,0.89783,0.85818,0.90468,0.51734,1.46239,0.63962,1.28747,0.0072277,0.0072277,0.0072277
73,4301.86,1.09167,0.54851,1.05468,0.89101,0.86958,0.90789,0.52083,1.46352,0.63645,1.28684,0.00715761,0.00715761,0.00715761
74,4360.22,1.08721,0.54392,1.05471,0.89383,0.86914,0.90898,0.5181,1.46236,0.63339,1.28628,0.007087,0.007087,0.007087
75,4419.15,1.08767,0.54129,1.05612,0.89757,0.86811,0.91008,0.51776,1.46563,0.63269,1.28621,0.00701588,0.00701588,0.00701588
